date,year,month,time,call
11,2024,1,12:00-12:15,0
11,2024,1,12:15-12:30,0
11,2024,1,12:30-12:45,0
11,2024,1,12:45-13:00,0
11,2024,1,13:00-13:15,0
11,2024,1,13:15-13:30,0
11,2024,1,13:30-13:45,0
11,2024,1,13:45-14:00,0
11,2024,1,14:00-14:15,0
11,2024,1,14:15-14:30,0
11,2024,1,14:30-14:45,0
11,2024,1,14:45-15:00,0
11,2024,1,15:00-15:15,0
11,2024,1,15:15-15:30,0
11,2024,1,15:30-15:45,0
11,2024,1,15:45-16:00,0
11,2024,1,16:00-16:15,0
11,2024,1,16:15-16:30,0
11,2024,1,16:30-16:45,0
11,2024,1,16:45-17:00,0
11,2024,1,17:00-17:15,0
11,2024,1,17:15-17:30,0
11,2024,1,17:30-17:45,0
11,2024,1,17:45-18:00,0
11,2024,1,18:00-18:15,0
11,2024,1,18:15-18:30,0
11,2024,1,18:30-18:45,0
11,2024,1,18:45-19:00,0
11,2024,1,19:00-19:15,0
11,2024,1,19:15-19:30,0
11,2024,1,19:30-19:45,0
11,2024,1,19:45-20:00,0
11,2024,1,20:00-20:15,0
11,2024,1,20:15-20:30,0
11,2024,1,20:30-20:45,0
11,2024,1,20:45-21:00,0
11,2024,1,21:00-21:15,0
12,2024,1,08:30-08:45,0
12,2024,1,08:45-09:00,0
12,2024,1,09:00-09:15,0
12,2024,1,09:15-09:30,0
12,2024,1,09:30-09:45,0
12,2024,1,09:45-10:00,0
12,2024,1,10:00-10:15,0
12,2024,1,10:15-10:30,0
12,2024,1,10:30-10:45,0
12,2024,1,10:45-11:00,0
12,2024,1,11:00-11:15,0
12,2024,1,11:15-11:30,0
12,2024,1,11:30-11:45,0
12,2024,1,11:45-12:00,0
12,2024,1,12:00-12:15,0
12,2024,1,12:15-12:30,0
12,2024,1,12:30-12:45,0
12,2024,1,12:45-13:00,0
12,2024,1,13:00-13:15,0
12,2024,1,13:15-13:30,0
12,2024,1,13:30-13:45,0
12,2024,1,13:45-14:00,0
12,2024,1,14:00-14:15,0
12,2024,1,14:15-14:30,0
12,2024,1,14:30-14:45,0
12,2024,1,14:45-15:00,0
12,2024,1,15:00-15:15,0
12,2024,1,15:15-15:30,0
12,2024,1,15:30-15:45,0
12,2024,1,15:45-16:00,0
12,2024,1,16:00-16:15,0
12,2024,1,16:15-16:30,0
12,2024,1,16:30-16:45,0
12,2024,1,16:45-17:00,0
12,2024,1,17:00-17:15,0
12,2024,1,17:15-17:30,0
12,2024,1,17:30-17:45,0
12,2024,1,17:45-18:00,0
12,2024,1,18:00-18:15,0
12,2024,1,18:15-18:30,0
12,2024,1,18:30-18:45,0
12,2024,1,18:45-19:00,0
12,2024,1,19:00-19:15,0
12,2024,1,19:15-19:30,0
12,2024,1,19:30-19:45,0
12,2024,1,19:45-20:00,0
12,2024,1,20:00-20:15,0
12,2024,1,20:15-20:30,0
12,2024,1,20:30-20:45,0
12,2024,1,20:45-21:00,0
12,2024,1,21:00-21:15,0
13,2024,1,08:30-08:45,0
13,2024,1,08:45-09:00,0
13,2024,1,09:00-09:15,0
13,2024,1,09:15-09:30,0
13,2024,1,09:30-09:45,0
13,2024,1,09:45-10:00,0
13,2024,1,10:00-10:15,0
13,2024,1,10:15-10:30,0
13,2024,1,10:30-10:45,0
13,2024,1,10:45-11:00,0
13,2024,1,11:00-11:15,0
13,2024,1,11:15-11:30,0
13,2024,1,11:30-11:45,0
13,2024,1,11:45-12:00,0
13,2024,1,12:00-12:15,0
13,2024,1,12:15-12:30,0
13,2024,1,12:30-12:45,0
13,2024,1,12:45-13:00,0
13,2024,1,13:00-13:15,0
13,2024,1,13:15-13:30,0
13,2024,1,13:30-13:45,0
13,2024,1,13:45-14:00,0
13,2024,1,14:00-14:15,0
13,2024,1,14:15-14:30,0
13,2024,1,14:30-14:45,0
13,2024,1,14:45-15:00,0
13,2024,1,15:00-15:15,0
13,2024,1,15:15-15:30,0
13,2024,1,15:30-15:45,0
13,2024,1,15:45-16:00,0
13,2024,1,16:00-16:15,0
13,2024,1,16:15-16:30,0
13,2024,1,16:30-16:45,0
13,2024,1,16:45-17:00,0
13,2024,1,17:00-17:15,0
13,2024,1,17:15-17:30,0
13,2024,1,17:30-17:45,0
13,2024,1,17:45-18:00,0
13,2024,1,18:00-18:15,0
13,2024,1,18:15-18:30,0
13,2024,1,18:30-18:45,0
13,2024,1,18:45-19:00,0
13,2024,1,19:00-19:15,0
13,2024,1,19:15-19:30,0
13,2024,1,19:30-19:45,0
13,2024,1,19:45-20:00,0
13,2024,1,20:00-20:15,0
13,2024,1,20:15-20:30,0
13,2024,1,20:30-20:45,0
13,2024,1,20:45-21:00,0
13,2024,1,21:00-21:15,0
14,2024,1,08:30-08:45,0
14,2024,1,08:45-09:00,0
14,2024,1,09:00-09:15,0
14,2024,1,09:15-09:30,0
14,2024,1,09:30-09:45,0
14,2024,1,09:45-10:00,0
14,2024,1,10:00-10:15,0
14,2024,1,10:15-10:30,0
14,2024,1,10:30-10:45,0
14,2024,1,10:45-11:00,0
14,2024,1,11:00-11:15,0
14,2024,1,11:15-11:30,0
14,2024,1,11:30-11:45,0
14,2024,1,11:45-12:00,0
14,2024,1,12:00-12:15,0
14,2024,1,12:15-12:30,0
14,2024,1,12:30-12:45,0
14,2024,1,12:45-13:00,0
14,2024,1,13:00-13:15,0
14,2024,1,13:15-13:30,0
14,2024,1,13:30-13:45,0
14,2024,1,13:45-14:00,0
14,2024,1,14:00-14:15,0
14,2024,1,14:15-14:30,0
14,2024,1,14:30-14:45,0
14,2024,1,14:45-15:00,0
14,2024,1,15:00-15:15,0
14,2024,1,15:15-15:30,0
14,2024,1,15:30-15:45,0
14,2024,1,15:45-16:00,0
14,2024,1,16:00-16:15,0
14,2024,1,16:15-16:30,0
14,2024,1,16:30-16:45,0
14,2024,1,16:45-17:00,0
14,2024,1,17:00-17:15,0
14,2024,1,17:15-17:30,0
14,2024,1,17:30-17:45,0
14,2024,1,17:45-18:00,0
14,2024,1,18:00-18:15,0
14,2024,1,18:15-18:30,0
14,2024,1,18:30-18:45,0
14,2024,1,18:45-19:00,0
14,2024,1,19:00-19:15,0
14,2024,1,19:15-19:30,0
14,2024,1,19:30-19:45,0
14,2024,1,19:45-20:00,0
14,2024,1,20:00-20:15,0
14,2024,1,20:15-20:30,0
14,2024,1,20:30-20:45,0
14,2024,1,20:45-21:00,0
14,2024,1,21:00-21:15,0
15,2024,1,08:30-08:45,0
15,2024,1,08:45-09:00,0
15,2024,1,09:00-09:15,0
15,2024,1,09:15-09:30,0
15,2024,1,09:30-09:45,0
15,2024,1,09:45-10:00,0
15,2024,1,10:00-10:15,0
15,2024,1,10:15-10:30,0
15,2024,1,10:30-10:45,0
15,2024,1,10:45-11:00,0
15,2024,1,11:00-11:15,0
15,2024,1,11:15-11:30,0
15,2024,1,11:30-11:45,0
15,2024,1,11:45-12:00,0
15,2024,1,12:00-12:15,0
15,2024,1,12:15-12:30,0
15,2024,1,12:30-12:45,0
15,2024,1,12:45-13:00,0
15,2024,1,13:00-13:15,0
15,2024,1,13:15-13:30,0
15,2024,1,13:30-13:45,0
15,2024,1,13:45-14:00,0
15,2024,1,14:00-14:15,0
15,2024,1,14:15-14:30,0
15,2024,1,14:30-14:45,0
15,2024,1,14:45-15:00,0
15,2024,1,15:00-15:15,0
15,2024,1,15:15-15:30,0
15,2024,1,15:30-15:45,0
15,2024,1,15:45-16:00,0
15,2024,1,16:00-16:15,0
15,2024,1,16:15-16:30,0
15,2024,1,16:30-16:45,0
15,2024,1,16:45-17:00,0
15,2024,1,17:00-17:15,0
15,2024,1,17:15-17:30,0
15,2024,1,17:30-17:45,0
15,2024,1,17:45-18:00,0
15,2024,1,18:00-18:15,0
15,2024,1,18:15-18:30,0
15,2024,1,18:30-18:45,0
15,2024,1,18:45-19:00,0
15,2024,1,19:00-19:15,0
15,2024,1,19:15-19:30,0
15,2024,1,19:30-19:45,0
15,2024,1,19:45-20:00,0
15,2024,1,20:00-20:15,0
15,2024,1,20:15-20:30,0
15,2024,1,20:30-20:45,0
15,2024,1,20:45-21:00,0
15,2024,1,21:00-21:15,0
16,2024,1,08:30-08:45,0
16,2024,1,08:45-09:00,0
16,2024,1,09:00-09:15,0
16,2024,1,09:15-09:30,0
16,2024,1,09:30-09:45,0
16,2024,1,09:45-10:00,0
16,2024,1,10:00-10:15,0
16,2024,1,10:15-10:30,0
16,2024,1,10:30-10:45,0
16,2024,1,10:45-11:00,0
16,2024,1,11:00-11:15,0
16,2024,1,11:15-11:30,0
16,2024,1,11:30-11:45,0
16,2024,1,11:45-12:00,0
16,2024,1,12:00-12:15,0
16,2024,1,12:15-12:30,0
16,2024,1,12:30-12:45,0
16,2024,1,12:45-13:00,0
16,2024,1,13:00-13:15,0
16,2024,1,13:15-13:30,0
16,2024,1,13:30-13:45,0
16,2024,1,13:45-14:00,0
16,2024,1,14:00-14:15,0
16,2024,1,14:15-14:30,0
16,2024,1,14:30-14:45,0
16,2024,1,14:45-15:00,0
16,2024,1,15:00-15:15,0
16,2024,1,15:15-15:30,0
16,2024,1,15:30-15:45,0
16,2024,1,15:45-16:00,0
16,2024,1,16:00-16:15,0
16,2024,1,16:15-16:30,0
16,2024,1,16:30-16:45,0
16,2024,1,16:45-17:00,0
16,2024,1,17:00-17:15,0
16,2024,1,17:15-17:30,0
16,2024,1,17:30-17:45,0
16,2024,1,17:45-18:00,0
16,2024,1,18:00-18:15,0
16,2024,1,18:15-18:30,0
16,2024,1,18:30-18:45,0
16,2024,1,18:45-19:00,0
16,2024,1,19:00-19:15,0
16,2024,1,19:15-19:30,0
16,2024,1,19:30-19:45,0
16,2024,1,19:45-20:00,0
16,2024,1,20:00-20:15,0
16,2024,1,20:15-20:30,0
16,2024,1,20:30-20:45,0
16,2024,1,20:45-21:00,0
16,2024,1,21:00-21:15,0
17,2024,1,08:30-08:45,0
17,2024,1,08:45-09:00,0
17,2024,1,09:00-09:15,0
17,2024,1,09:15-09:30,0
17,2024,1,09:30-09:45,0
17,2024,1,09:45-10:00,0
17,2024,1,10:00-10:15,0
17,2024,1,10:15-10:30,0
17,2024,1,10:30-10:45,0
17,2024,1,10:45-11:00,0
17,2024,1,11:00-11:15,0
17,2024,1,11:15-11:30,0
17,2024,1,11:30-11:45,0
17,2024,1,11:45-12:00,0
17,2024,1,12:00-12:15,0
17,2024,1,12:15-12:30,0
17,2024,1,12:30-12:45,0
17,2024,1,12:45-13:00,0
17,2024,1,13:00-13:15,0
17,2024,1,13:15-13:30,0
17,2024,1,13:30-13:45,0
17,2024,1,13:45-14:00,0
17,2024,1,14:00-14:15,0
17,2024,1,14:15-14:30,0
17,2024,1,14:30-14:45,0
17,2024,1,14:45-15:00,0
17,2024,1,15:00-15:15,0
17,2024,1,15:15-15:30,0
17,2024,1,15:30-15:45,0
17,2024,1,15:45-16:00,0
17,2024,1,16:00-16:15,0
17,2024,1,16:15-16:30,0
17,2024,1,16:30-16:45,0
17,2024,1,16:45-17:00,0
17,2024,1,17:00-17:15,0
17,2024,1,17:15-17:30,0
17,2024,1,17:30-17:45,0
17,2024,1,17:45-18:00,0
17,2024,1,18:00-18:15,0
17,2024,1,18:15-18:30,0
17,2024,1,18:30-18:45,0
17,2024,1,18:45-19:00,0
17,2024,1,19:00-19:15,0
17,2024,1,19:15-19:30,0
17,2024,1,19:30-19:45,0
17,2024,1,19:45-20:00,0
17,2024,1,20:00-20:15,0
17,2024,1,20:15-20:30,0
17,2024,1,20:30-20:45,0
17,2024,1,20:45-21:00,0
17,2024,1,21:00-21:15,0
18,2024,1,08:30-08:45,0
18,2024,1,08:45-09:00,0
18,2024,1,09:00-09:15,0
18,2024,1,09:15-09:30,0
18,2024,1,09:30-09:45,0
18,2024,1,09:45-10:00,0
18,2024,1,10:00-10:15,0
18,2024,1,10:15-10:30,0
18,2024,1,10:30-10:45,0
18,2024,1,10:45-11:00,0
18,2024,1,11:00-11:15,0
18,2024,1,11:15-11:30,0
18,2024,1,11:30-11:45,0
18,2024,1,11:45-12:00,0
18,2024,1,12:00-12:15,0
18,2024,1,12:15-12:30,0
18,2024,1,12:30-12:45,0
18,2024,1,12:45-13:00,0
18,2024,1,13:00-13:15,0
18,2024,1,13:15-13:30,0
18,2024,1,13:30-13:45,0
18,2024,1,13:45-14:00,0
18,2024,1,14:00-14:15,0
18,2024,1,14:15-14:30,0
18,2024,1,14:30-14:45,0
18,2024,1,14:45-15:00,0
18,2024,1,15:00-15:15,0
18,2024,1,15:15-15:30,0
18,2024,1,15:30-15:45,0
18,2024,1,15:45-16:00,0
18,2024,1,16:00-16:15,0
18,2024,1,16:15-16:30,0
18,2024,1,16:30-16:45,0
18,2024,1,16:45-17:00,0
18,2024,1,17:00-17:15,0
18,2024,1,17:15-17:30,0
18,2024,1,17:30-17:45,0
18,2024,1,17:45-18:00,0
18,2024,1,18:00-18:15,0
18,2024,1,18:15-18:30,0
18,2024,1,18:30-18:45,0
18,2024,1,18:45-19:00,0
18,2024,1,19:00-19:15,0
18,2024,1,19:15-19:30,0
18,2024,1,19:30-19:45,0
18,2024,1,19:45-20:00,0
18,2024,1,20:00-20:15,0
18,2024,1,20:15-20:30,0
18,2024,1,20:30-20:45,0
18,2024,1,20:45-21:00,0
18,2024,1,21:00-21:15,0
19,2024,1,08:30-08:45,0
19,2024,1,08:45-09:00,0
19,2024,1,09:00-09:15,0
19,2024,1,09:15-09:30,0
19,2024,1,09:30-09:45,0
19,2024,1,09:45-10:00,0
19,2024,1,10:00-10:15,0
19,2024,1,10:15-10:30,0
19,2024,1,10:30-10:45,0
19,2024,1,10:45-11:00,0
19,2024,1,11:00-11:15,0
19,2024,1,11:15-11:30,0
19,2024,1,11:30-11:45,0
19,2024,1,11:45-12:00,0
19,2024,1,12:00-12:15,0
19,2024,1,12:15-12:30,0
19,2024,1,12:30-12:45,0
19,2024,1,12:45-13:00,0
19,2024,1,13:00-13:15,0
19,2024,1,13:15-13:30,0
19,2024,1,13:30-13:45,0
19,2024,1,13:45-14:00,0
19,2024,1,14:00-14:15,0
19,2024,1,14:15-14:30,0
19,2024,1,14:30-14:45,0
19,2024,1,14:45-15:00,0
19,2024,1,15:00-15:15,0
19,2024,1,15:15-15:30,0
19,2024,1,15:30-15:45,0
19,2024,1,15:45-16:00,0
19,2024,1,16:00-16:15,0
19,2024,1,16:15-16:30,0
19,2024,1,16:30-16:45,0
19,2024,1,16:45-17:00,0
19,2024,1,17:00-17:15,0
19,2024,1,17:15-17:30,0
19,2024,1,17:30-17:45,0
19,2024,1,17:45-18:00,0
19,2024,1,18:00-18:15,0
19,2024,1,18:15-18:30,0
19,2024,1,18:30-18:45,0
19,2024,1,18:45-19:00,0
19,2024,1,19:00-19:15,0
19,2024,1,19:15-19:30,0
19,2024,1,19:30-19:45,0
19,2024,1,19:45-20:00,0
19,2024,1,20:00-20:15,0
19,2024,1,20:15-20:30,0
19,2024,1,20:30-20:45,0
19,2024,1,20:45-21:00,0
19,2024,1,21:00-21:15,0
20,2024,1,08:30-08:45,0
20,2024,1,08:45-09:00,0
20,2024,1,09:00-09:15,0
20,2024,1,09:15-09:30,0
20,2024,1,09:30-09:45,0
20,2024,1,09:45-10:00,0
